LineID, Open_time, Value, Close_time
10075, 2024-12-06  07:36:35, 6103.75, Not Filled
10055, 2024-12-06  07:41:30, 6098.25, 2024-12-06  08:32:40
10057, 2024-12-06  07:49:15, 6098.25, 2024-12-06  08:32:40
15019, 2024-12-06  07:59:35, 6078.50, 2024-12-06  08:30:00
10021, 2024-12-06  07:59:35, 6089.00, 2024-12-06  08:30:05
10017, 2024-12-06  08:00:00, 6087.75, 2024-12-06  08:30:05
15015, 2024-12-06  08:00:05, 6079.25, 2024-12-06  08:30:00
10017, 2024-12-06  08:00:05, 6088.25, 2024-12-06  08:30:05
